resource_api,resource_desc,resource_doc,resource_grp,resource_mode,resource_example
/services/trackme/v1/blocklist/blocklist_mh_host,blocklist_mh_host / Get current block list for metric hosts (host),https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-host-get-current-block-list-for-metric-hosts-host,/services/trackme/v1/blocklist,get,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_host"" mode=""get"""
/services/trackme/v1/blocklist/blocklist_mh_index,blocklist_mh_index / Get current block list for metric hosts (index),https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-index-get-current-block-list-for-metric-hosts-index,/services/trackme/v1/blocklist,get,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_index"" mode=""get"""
/services/trackme/v1/blocklist/blocklist_mh_metric_category,blocklist_mh_metric_category / Get current block list for metric hosts (metric_category),https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-metric-category-get-current-block-list-for-metric-hosts-metric-category,/services/trackme/v1/blocklist,get,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_metric_category"" mode=""get"""
/services/trackme/v1/blocklist/blocklist_ds_host_add,blocklist_ds_host_add / Add host in block list for data sources,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-ds-host-add-add-host-in-block-list-for-data-sources,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_ds_host_add"" mode=""post"" body=""{\""data_host\"": \""bad_host2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_ds_index_add,blocklist_ds_index_add / Add index in block list for data sources,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-ds-index-add-add-index-in-block-list-for-data-sources,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_ds_index_add"" mode=""post"" body=""{\""data_index\"": \""bad_index2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_ds_sourcetype_add,blocklist_ds_index_add / Add sourcetype in block list for data sources,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-ds-index-add-add-sourcetype-in-block-list-for-data-sources,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_ds_sourcetype_add"" mode=""post"" body=""{\""data_sourcetype\"": \""bad_sourcetype2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_dh_host_add,blocklist_dh_host_add / Add host in block list for data hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-dh-host-add-add-host-in-block-list-for-data-hosts,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_dh_host_add"" mode=""post"" body=""{\""data_host\"": \""bad_host2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_dh_index_add,blocklist_dh_index_add / Add index in block list for data hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-dh-index-add-add-index-in-block-list-for-data-hosts,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_dh_index_add"" mode=""post"" body=""{\""data_index\"": \""bad_index2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_dh_sourcetype_add,blocklist_dh_sourcetype_add / Add sourcetype in block list for data hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-dh-sourcetype-add-add-sourcetype-in-block-list-for-data-hosts,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_dh_sourcetype_add"" mode=""post"" body=""{\""data_sourcetype\"": \""bad_sourcetype2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_mh_host_add,blocklist_mh_host_add / Add host in block list for metric hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-host-add-add-host-in-block-list-for-metric-hosts,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_host_add"" mode=""post"" body=""{\""metric_host\"": \""bad_host2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_mh_index_add,blocklist_mh_index_add / Add index in block list for metric hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-index-add-add-index-in-block-list-for-metric-hosts,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_index_add"" mode=""post"" body=""{\""metric_index\"": \""bad_index2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_mh_metric_category_add,blocklist_mh_metric_category_add / Add metric_category in block list for metric hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-metric-category-add-add-metric-category-in-block-list-for-metric-hosts,/services/trackme/v1/blocklist,post,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_metric_category_add"" mode=""post"" body=""{\""metric_category\"": \""bad_metric\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_ds_host_del,blocklist_ds_host_del / Delete host in block list for data sources,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-ds-host-del-delete-host-in-block-list-for-data-sources,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_ds_host_del"" mode=""delete"" body=""{\""data_host\"": \""bad_host2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_ds_index_del,blocklist_ds_index_del / Delete index in block list for data sources,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-ds-index-del-delete-index-in-block-list-for-data-sources,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_ds_index_del"" mode=""delete"" body=""{\""data_index\"": \""bad_index2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_ds_sourcetype_del,blocklist_ds_sourcetype_del / Delete sourcetype in block list for data sources,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-ds-sourcetype-del-delete-sourcetype-in-block-list-for-data-sources,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_ds_sourcetype_del"" mode=""delete"" body=""{\""data_sourcetype\"": \""bad_sourcetype2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_dh_host_del,blocklist_dh_host_del / Delete host in block list for data hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-dh-host-del-delete-host-in-block-list-for-data-hosts,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_dh_host_del"" mode=""delete"" body=""{\""data_host\"": \""bad_host2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_dh_index_del,blocklist_dh_index_del / Delete index in block list for data hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-dh-index-del-delete-index-in-block-list-for-data-hosts,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_dh_index_del"" mode=""delete"" body=""{\""data_index\"": \""bad_index2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_dh_sourcetype_del,blocklist_dh_sourcetype_del / Delete sourcetype in block list for data hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-dh-sourcetype-del-delete-sourcetype-in-block-list-for-data-hosts,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_dh_sourcetype_del"" mode=""delete"" body=""{\""data_sourcetype\"": \""bad_sourcetype2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_mh_host_del,blocklist_mh_host_del / Delete host in block list for metric hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-host-del-delete-host-in-block-list-for-metric-hosts,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_host_del"" mode=""delete"" body=""{\""metric_host\"": \""bad_host2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_mh_index_del,blocklist_mh_index_del / Delete index in block list for metric hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-index-del-delete-index-in-block-list-for-metric-hosts,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_index_del"" mode=""delete"" body=""{\""metric_index\"": \""bad_index2\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/blocklist/blocklist_mh_metric_category_del,blocklist_mh_metric_category_del / Delete metric_category in block list for metric hosts,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#blocklist-mh-metric-category-del-delete-metric-category-in-block-list-for-metric-hosts,/services/trackme/v1/blocklist,delete,"| trackme url=""/services/trackme/v1/blocklist/blocklist_mh_metric_category_del"" mode=""delete"" body=""{\""metric_category\"": \""bad_metric\"", \""update_comment\"": \""Updated by automation.\""}"""
/services/trackme/v1/logical_groups/logical_groups_collection,logical_groups_collection / Get entire logical groups collection,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#logical-groups-collection-get-entire-logical-groups-collection,/services/trackme/v1/logical_groups,get,"| trackme url=""/services/trackme/v1/logical_groups/logical_groups_collection"" mode=""get"""
/services/trackme/v1/logical_groups/logical_groups_get_grp,logical_groups_get_grp / Get a logical group,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#logical-groups-get-grp-get-a-logical-group,/services/trackme/v1/logical_groups,get,"| trackme url=""/services/trackme/v1/logical_groups/logical_groups_get_grp"" mode=""get"" body=""{\""object_group_name\"": \""logical group example\""}"""
/services/trackme/v1/logical_groups/logical_groups_add_grp,logical_groups_add_grp / Add a new or update a logical group,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#logical-groups-add-grp-add-a-new-or-update-a-logical-group,/services/trackme/v1/logical_groups,post,"| trackme url=""/services/trackme/v1/logical_groups/logical_groups_add_grp"" mode=""post"" body=""{\""object_group_name\"": \""logical group example\"", \""object_group_members\"": \""telegraf-node1, telegraf-node2\"", \""object_group_min_green_percent\"": \""50\"", \""comment_update\"": \""Automated API driven logical group creation.\""}"""
/services/trackme/v1/logical_groups/logical_groups_del_grp,logical_groups_del_grp / Delete a logical group,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#logical-groups-del-grp-delete-a-logical-group,/services/trackme/v1/logical_groups,delete,"| trackme url=""/services/trackme/v1/logical_groups/logical_groups_del_grp"" mode=""delete"" body=""{\""object_group_name\"": \""logical group example\"", \""comment_update\"": \""Automated API driven logical group deletion.\""}"""
/services/trackme/v1/data_sampling/data_sampling_collection,data_sampling_collection / Get Data sampling collection,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-collection-get-data-sampling-collection,/services/trackme/v1/data_sampling,get,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_collection"" mode=""get"""
/services/trackme/v1/data_sampling/data_sampling_by_name,data_sampling_by_name / Get Data sampling record by data source,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-by-name-get-data-sampling-record-by-data-source,/services/trackme/v1/data_sampling,get,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_collection"" mode=""get"" -body ""{\""data_name\"": \""main:retail_transaction\""}"""
/services/trackme/v1/data_sampling/data_sampling_del,data_sampling_del / Delete a data sampling record for a given data source,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-del-delete-a-data-sampling-record-for-a-given-data-source,/services/trackme/v1/data_sampling,delete,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_del"" mode=""delete"" body=""{\""data_name\"": \""main:retail_transaction\"", \""comment_update\"": \""Automated API driven deletion.\""}"""
/services/trackme/v1/data_sampling/data_sampling_reset,data_sampling_reset / Reset and run data sampling for a given data source,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-reset-reset-and-run-data-sampling-for-a-given-data-source,/services/trackme/v1/data_sampling,post,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_reset"" mode=""post"" body=""{\""data_name\"": \""main:retail_transaction\"", \""comment_update\"": \""Automated API driven deletion.\""}"""
/services/trackme/v1/data_sampling/data_sampling_models,data_sampling_models / Get data sampling custom models,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-models-get-data-sampling-custom-models,/services/trackme/v1/data_sampling,get,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_models"" mode=""get"""
/services/trackme/v1/data_sampling/data_sampling_models_by_name,data_sampling_models_by_name / Get data sampling custom model by name,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-models-by-name-get-data-sampling-custom-model-by-name,/services/trackme/v1/data_sampling,get,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_models_by_name"" mode=""get"" body=""{\""model_name\"": \""Example format\""}"""
/services/trackme/v1/data_sampling/data_sampling_models_add,data_sampling_models_add / Add a new custom model or update,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-models-add-add-a-new-custom-model-or-update,/services/trackme/v1/data_sampling,post,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_models_add"" mode=""post"" body=""{\""model_name\"": \""Example format\"", \""model_type\"": \""inclusive\"", \""model_regex\"": \""^\\\\{\\\""extraData\\\"":\"", \""sourcetype_scope\"": \""sample9-customformat\"", \""comment_update\"": \""Automated API driven creation.\""}"""
/services/trackme/v1/data_sampling/data_sampling_models_del,data_sampling_models_del / Delete a custom model,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#data-sampling-models-del-delete-a-custom-model,/services/trackme/v1/data_sampling,delete,"| trackme url=""/services/trackme/v1/data_sampling/data_sampling_models_del"" mode=""delete"" body=""{\""model_name\"": \""Example format\"", \""comment_update\"": \""Automated API driven deletion.\""}"""
/services/trackme/v1/tag_policies/tag_policies,tag_policies / Get tag policies,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#tag-policies-get-tag-policies,/services/trackme/v1/tag_policies,get,"| trackme url=""/services/trackme/v1/tag_policies/tag_policies"" mode=""get"""
/services/trackme/v1/tag_policies/tag_policies_by_id,tag_policies_by_id / Get tag policy by id,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#tag-policies-by-id-get-tag-policy-by-id,/services/trackme/v1/tag_policies,get,"| trackme url=""/services/trackme/v1/tag_policies/tag_policies_by_id"" mode=""get"" body=""{\""tags_policy_id\"": \""Example policy\""}"""
/services/trackme/v1/tag_policies/tag_policies_add,tag_policies_add / Add a new tag policy or update,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#tag-policies-add-add-a-new-tag-policy-or-update,/services/trackme/v1/tag_policies,post,"| trackme url=""/services/trackme/v1/tag_policies/tag_policies_add"" mode=""post"" body=""{\""tags_policy_id\"": \""Example policy\"", \""tags_policy_regex\"": \""linux_*\"", \""tags_policy_value\"": \""OS,Linux\"", \""comment_update\"": \""Automated API driven creation.\""}"""
/services/trackme/v1/tag_policies/tag_policies_del,tag_policies_del / Delete a tag policy,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#tag-policies-del-delete-a-tag-policy,/services/trackme/v1/tag_policies,delete,"| trackme url=""/services/trackme/v1/tag_policies/tag_policies_del"" mode=""delete"" body=""{\""tags_policy_id\"": \""Example policy\"", \""comment_update\"": \""Automated API driven deletion.\""}"""
/services/trackme/v1/lagging_classes/lagging_classes,lagging_classes / Get lagging classes,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-get-lagging-classes,/services/trackme/v1/lagging_classes,get,"| trackme url=""/services/trackme/v1/lagging_classes/lagging_classes"" mode=""get"""
/services/trackme/v1/lagging_classes/lagging_classes_by_name,lagging_classes_by_name / Get lagging class by name,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-by-name-get-lagging-class-by-name,/services/trackme/v1/lagging_classes,get,"| trackme url=""/services/trackme/v1/lagging_classes/lagging_classes_by_name"" mode=""get"" body=""{\""name\"": \""pan:traffic\""}"""
/services/trackme/v1/lagging_classes/lagging_classes_add,lagging_classes_add / Add a new lagging class or update,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-add-add-a-new-lagging-class-or-update,/services/trackme/v1/lagging_classes,post,"| trackme url=""/services/trackme/v1/lagging_classes/lagging_classes_add"" mode=""post"" body=""{\""name\"": \""pan:traffic\"", \""level\"": \""sourcetype\"", \""object\"": \""data_source\"", \""value\"": \""900\"", \""comment_update\"": \""Automated API driven creation.\""}"""
/services/trackme/v1/lagging_classes/lagging_classes_del,lagging_classes_del / Delete a lagging class,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-del-delete-a-lagging-class,/services/trackme/v1/lagging_classes,delete,"| trackme url=""/services/trackme/v1/lagging_classes/lagging_classes_del"" mode=""delete"" body=""{\""name\"": \""pan:traffic\"", \""comment_update\"": \""Automated API driven deletion.\""}"""
/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics,lagging_classes_metrics / Get lagging classes,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-metrics-get-lagging-classes,/services/trackme/v1/lagging_classes_metrics,get,"| trackme url=""/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics"" mode=""get"""
/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics_by_name,lagging_classes_metrics_by_name / Get lagging class by name,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-metrics-by-name-get-lagging-class-by-name,/services/trackme/v1/lagging_classes_metrics,get,"| trackme url=""/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics_by_name"" mode=""get"" body=""{\""metric_category\"": \""docker\""}"""
/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics_add,lagging_classes_metrics_add / Add a new lagging class or update,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-metrics-add-add-a-new-lagging-class-or-update,/services/trackme/v1/lagging_classes_metrics,post,"| trackme url=""/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics_add"" mode=""post"" body=""{\""metric_category\"": \""docker\"", \""metric_max_lag_allowed\"": \""900\"", \""comment_update\"": \""Automated API driven creation.\""}"""
/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics_del,lagging_classes_metrics_del / Delete a lagging class,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#lagging-classes-metrics-del-delete-a-lagging-class,/services/trackme/v1/lagging_classes_metrics,delete,"| trackme url=""/services/trackme/v1/lagging_classes_metrics/lagging_classes_metrics_del"" mode=""delete"" body=""{\""metric_category\"": \""docker\"", \""comment_update\"": \""Automated API driven deletion.\""}"""
/services/trackme/v1/smart_status/ds_smart_status,ds_smart_status / Run Smart Status for a data source,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#ds-smart-status-run-smart-status-for-a-data-source,/services/trackme/v1/smart_status,get,"| trackme url=""/services/trackme/v1/smart_status/ds_smart_status"" mode=""get"" body=""{\""data_name\"": \""network:pan:traffic\""}"""
/services/trackme/v1/smart_status/dh_smart_status,dh_smart_status / Run Smart Status for a data host,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#dh-smart-status-run-smart-status-for-a-data-host,/services/trackme/v1/smart_status,get,"| trackme url=""/services/trackme/v1/smart_status/dh_smart_status"" mode=""get"" body=""{\""data_host\"": \""FIREWALL.PAN.AMER.DESIGN.NODE1\""}"""
/services/trackme/v1/smart_status/mh_smart_status,mh_smart_status / Run Smart Status for a metric host,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#mh-smart-status-run-smart-status-for-a-metric-host,/services/trackme/v1/smart_status,get,"| trackme url=""/services/trackme/v1/smart_status/mh_smart_status"" mode=""get"" body=""{\""metric_host\"": \""telegraf-node1\""}"""
/services/trackme/v1/backup_and_restore/backup,backup / Get backup archive files available,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#backup-get-backup-archive-files-available,/services/trackme/v1/backup_and_restore,get,"| trackme url=""/services/trackme/v1/backup_and_restore/backup"" mode=""get"""
/services/trackme/v1/backup_and_restore/backup,backup / Run backup KVstore collections,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#backup-run-backup-kvstore-collections,/services/trackme/v1/backup_and_restore,post,"| trackme url=""/services/trackme/v1/backup_and_restore/backup"" mode=""post"""
/services/trackme/v1/backup_and_restore/backup,backup / Purge older backup archive files,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#backup-purge-older-backup-archive-files,/services/trackme/v1/backup_and_restore,delete,"| trackme url=""/services/trackme/v1/backup_and_restore/backup"" mode=""delete"" body=""{\""retention_days\"": \""7\""}"""
/services/trackme/v1/backup_and_restore/restore,restore / Perform a restore of KVstore collections,https://trackme.readthedocs.io/en/latest/rest_api_reference.html#restore-perform-a-restore-of-kvstore-collections,/services/trackme/v1/backup_and_restore,post,"| trackme url=""/services/trackme/v1/backup_and_restore/restore"" mode=""post"" body=""{\""backup_archive\"": \""trackme-backup-20210205-142635.tgz\"", \""dry_run\"": \""false\"", \""target\"": \""all\""}"""
